"","HydroBasin","SiteID","Country","Latitude","Longitude","BiogeoRegion"
"1",2080016510,"S1468","FRA",47.0737,5.165636186,"Europe"
"2",2080016510,"S1481","FRA",46.51408,4.946774568,"Europe"
"3",2080016510,"S1548","FRA",47.13404,5.179873916,"Europe"
"4",2080016510,"S1578","FRA",46.94337,5.018529049,"Europe"
"5",2080016510,"S3412","FRA",44.28374,4.597914602,"Europe"
"6",2080016510,"S3440","FRA",44.17545,3.75054294,"Europe"
"7",2080016510,"S5166","FRA",44.61489,6.334245081,"Europe"
"8",2080016510,"S5193","FRA",43.67891,4.622915558,"Europe"
"9",2080016510,"S5212","FRA",44.26627,6.275183589,"Europe"
"10",2080016510,"S5448","FRA",46.18851,4.546427802,"Europe"
"11",2080016510,"S5449","FRA",45.94411,4.728940626,"Europe"
"12",2080016510,"S5471","FRA",45.81158,5.088671483,"Europe"
"13",2080016510,"S5472","FRA",45.6457,4.816577863,"Europe"
"14",2080016510,"S5490","FRA",45.58124,4.780833767,"Europe"
"15",2080016510,"S5546","FRA",45.71204,5.548479468,"Europe"
"16",2080016960,"S675","ESP",41.7516,2.399272,"Europe"
"17",2080016960,"S6024","ESP",41.72961,2.603859,"Europe"
"18",2080016960,"S2679","ESP",41.72662,2.422229,"Europe"
"19",2080016960,"S3237","ESP",41.72785,2.418851,"Europe"
"20",2080016960,"S3782","ESP",41.71138,2.434891,"Europe"
"21",2080016960,"S4441","ESP",41.68959,2.456891,"Europe"
"22",2080016960,"S5116","ESP",41.67996,2.467521,"Europe"
"23",2080016960,"S5561","ESP",41.69346,2.507932,"Europe"
"24",2080017150,"S7644","ESP",42.67485,-2.334549,"Europe"
"25",2080017150,"S1245","ESP",42.677,-2.896588,"Europe"
"26",2080017150,"S2548","ESP",42.77704,-3.045683,"Europe"
"27",2080017150,"S3048","ESP",42.86955,-2.26487,"Europe"
"28",2080017150,"S3785","ESP",42.69162,-2.84529,"Europe"
"29",2080017150,"S3908","ESP",42.88558,-2.498491,"Europe"
"30",2080017150,"S4024","ESP",42.87408,-3.068161,"Europe"
"31",2080017150,"S5899","ESP",42.86305,-2.577459,"Europe"
"32",2080020120,"S8253","ESP",43.17052,-2.897998,"Europe"
"33",2080020120,"S1095","ESP",43.14021,-2.939267,"Europe"
"34",2080020120,"S1657","ESP",43.21178,-2.754653,"Europe"
"35",2080020120,"S2075","ESP",43.23463,-2.88092,"Europe"
"36",2080020120,"S4061","ESP",43.22955,-2.849528,"Europe"
"37",2080020120,"S4714","ESP",43.21169,-3.095792,"Europe"
"38",2080020120,"S522","ESP",43.24153,-2.996502,"Europe"
"39",2080020120,"S5118","ESP",43.18203,-2.668698,"Europe"
"40",2080020120,"S5934","ESP",43.15482,-2.612329,"Europe"
"41",2080020330,"S416","FRA",43.54374,-1.063647133,"Europe"
"42",2080020330,"S419","FRA",43.71326,-0.406402852,"Europe"
"43",2080020330,"S420","FRA",43.7722,-0.43785662,"Europe"
"44",2080020330,"S4396","FRA",43.49785,0.028239529,"Europe"
"45",2080020330,"S4402","FRA",42.72969,-0.007806789,"Europe"
"46",2080020330,"S4408","FRA",42.85233,-0.143208746,"Europe"
"47",2080020330,"S482","FRA",43.33698,-1.026560739,"Europe"
"48",2080020330,"S484","FRA",43.17057,-0.898311791,"Europe"
"49",2080020590,"S3430","FRA",44.07533,3.491412752,"Europe"
"50",2080020590,"S3450","FRA",44.72055,3.52518019,"Europe"
"51",2080020590,"S4299","FRA",44.47406,1.425225645,"Europe"
"52",2080020590,"S4301","FRA",44.09135,1.102034196,"Europe"
"53",2080020590,"S4302","FRA",44.08287,1.348029188,"Europe"
"54",2080020590,"S4313","FRA",44.29637,2.838236118,"Europe"
"55",2080020590,"S4318","FRA",44.53032,2.792184644,"Europe"
"56",2080020590,"S4326","FRA",44.68598,2.837887003,"Europe"
"57",2080020590,"S4330","FRA",43.95292,1.171936526,"Europe"
"58",2080020590,"S4333","FRA",44.58554,2.22970346,"Europe"
"59",2080020590,"S4346","FRA",43.51213,1.387766842,"Europe"
"60",2080020590,"S4356","FRA",42.64471,1.449303835,"Europe"
"61",2080020590,"S4361","FRA",43.08432,1.83997429,"Europe"
"62",2080020590,"S4368","FRA",43.76631,2.316885261,"Europe"
"63",2080020590,"S4370","FRA",44.10212,3.086332566,"Europe"
"64",2080020590,"S4383","FRA",43.84377,0.671387005,"Europe"
"65",2080020590,"S460","FRA",44.28879,0.320432989,"Europe"
"66",2080021030,"S810","FRA",46.3937,2.603677491,"Europe"
"67",2080021030,"S811","FRA",46.34047,3.310242911,"Europe"
"68",2080021030,"S813","FRA",46.19145,3.418680007,"Europe"
"69",2080021030,"S819","FRA",46.20657,3.649999803,"Europe"
"70",2080021030,"S892","FRA",45.11562,3.490677038,"Europe"
"71",2080021030,"S894","FRA",45.25327,3.654940367,"Europe"
"72",2080021030,"S903","FRA",45.33064,4.153826302,"Europe"
"73",2080021030,"S1133","FRA",48.3854,0.83662611,"Europe"
"74",2080021030,"S1157","FRA",48.64958,-0.580241592,"Europe"
"75",2080021030,"S1159","FRA",48.69012,-0.744099437,"Europe"
"76",2080021030,"S2247","FRA",48.06747,1.290440027,"Europe"
"77",2080021030,"S2252","FRA",47.06,1.088061001,"Europe"
"78",2080021030,"S2257","FRA",47.21082,0.078099578,"Europe"
"79",2080021030,"S2290","FRA",47.34448,0.479755215,"Europe"
"80",2080021030,"S3715","FRA",45.8415,1.098091361,"Europe"
"81",2080021030,"S3723","FRA",45.98779,1.867253935,"Europe"
"82",2080021030,"S4684","FRA",47.39273,-0.860737195,"Europe"
"83",2080021030,"S4690","FRA",48.27328,-0.202792883,"Europe"
"84",2080021030,"S4692","FRA",47.81489,-0.09125947,"Europe"
"85",2080021030,"S4693","FRA",48.2545,0.045863615,"Europe"
"86",2080021030,"S4707","FRA",47.86893,-0.697232395,"Europe"
"87",2080021030,"S4723","FRA",47.21547,-0.08005605,"Europe"
"88",2080021030,"S5017","FRA",46.60793,-0.418771064,"Europe"
"89",2080021030,"S5513","FRA",45.54269,4.048647996,"Europe"
"90",2080022150,"S1558","FRA",47.66271,3.709177013,"Europe"
"91",2080022150,"S2467","FRA",48.54894,3.680825221,"Europe"
"92",2080022150,"S2515","FRA",49.237,4.409559607,"Europe"
"93",2080022150,"S2523","FRA",48.57321,3.777467513,"Europe"
"94",2080022150,"S2528","FRA",48.22713,4.29717781,"Europe"
"95",2080022150,"S2541","FRA",49.58374,4.307492368,"Europe"
"96",2080022150,"S2543","FRA",49.48011,4.579073297,"Europe"
"97",2080022150,"S2545","FRA",48.99656,4.241690712,"Europe"
"98",2080022150,"S2552","FRA",48.50738,3.88982603,"Europe"
"99",2080022150,"S3159","FRA",49.31014,1.23665644,"Europe"
"100",2080022150,"S3175","FRA",49.35352,1.325227245,"Europe"
"101",2080022150,"S3257","FRA",49.12606,2.171535869,"Europe"
"102",2080022150,"S3260","FRA",49.14545,2.285255527,"Europe"
"103",2080022150,"S3270","FRA",49.02871,1.618921412,"Europe"
"104",2080022150,"S3283","FRA",48.29541,2.782063274,"Europe"
"105",2080022150,"S3867","FRA",49.22789,5.034368743,"Europe"
"106",2080022150,"S4857","FRA",49.3029,2.604164303,"Europe"
"107",2080022150,"S4863","FRA",49.43615,2.876470159,"Europe"
"108",2080022150,"S4864","FRA",49.26901,1.883369935,"Europe"
"109",2080023010,"S26","FRA",48.23275,7.162029213,"Europe"
"110",2080023010,"S5","FRA",48.3125,7.713469027,"Europe"
"111",2080023010,"S6","FRA",48.25271,7.675227352,"Europe"
"112",2080023010,"S42","FRA",48.35528,7.580241699,"Europe"
"113",2080023010,"S7","FRA",48.25453,7.679114042,"Europe"
"114",2080023010,"S62","FRA",48.39486,7.402673795,"Europe"
"115",2080023010,"S63","FRA",47.53952,7.175098786,"Europe"
"116",2080023010,"S8","FRA",48.68385,7.916471249,"Europe"
"117",2080023010,"S3870","FRA",49.17183,5.681327109,"Europe"
"118",2080023010,"S3901","FRA",49.44907,6.346834842,"Europe"
"119",2080023010,"S3957","FRA",48.96434,6.877591998,"Europe"
"120",2080023010,"S3966","FRA",48.128,6.51566334,"Europe"
"121",2080023010,"S3972","FRA",48.5795,6.628375786,"Europe"
"122",2080029400,"S10015","FIN",62.257,21.70723,"Europe"
"123",2080029400,"S10038","FIN",62.23097,21.62033,"Europe"
"124",2080029400,"S11887","FIN",62.25215,21.50644,"Europe"
"125",2080029400,"S11924","FIN",62.18825,21.79551,"Europe"
"126",2080029400,"S11928","FIN",62.24074,21.56713,"Europe"
"127",2080029400,"S12211","FIN",62.17077,21.87122,"Europe"
"128",2080029400,"S12290","FIN",62.18614,21.80866,"Europe"
"129",2080029400,"S12298","FIN",62.23755,21.74352,"Europe"
"130",2080029400,"S12306","FIN",62.24244,21.73995,"Europe"
"131",2080029400,"S12317","FIN",62.19841,21.79455,"Europe"
"132",2080030100,"S8284","SWE",67.17837,23.54941,"Europe"
"133",2080030100,"S8286","SWE",67.18034,23.54981,"Europe"
"134",2080030100,"S8295","SWE",67.24614,22.89947,"Europe"
"135",2080030100,"S8298","SWE",67.2598,22.98133,"Europe"
"136",2080030100,"S8302","SWE",67.25551,23.25805,"Europe"
"137",2080030100,"S8330","SWE",67.35383,22.61583,"Europe"
"138",2080030100,"S8341","SWE",67.38497,22.67041,"Europe"
"139",2080030100,"S8355","SWE",67.4478,22.66175,"Europe"
"140",2080030100,"S8362","SWE",67.50935,22.66322,"Europe"
"141",2080030100,"S8379","SWE",67.69078,21.43046,"Europe"
"142",2080030100,"S8387","SWE",67.6705,22.68281,"Europe"
"143",2080030100,"S8388","SWE",67.73616,21.01847,"Europe"
"144",2080030100,"S8390","SWE",67.73463,21.16798,"Europe"
"145",2080030100,"S8391","SWE",67.69076,22.64488,"Europe"
"146",2080030100,"S8392","SWE",67.77568,20.92657,"Europe"
"147",2080030100,"S8433","SWE",67.76319,23.25594,"Europe"
"148",2080030100,"S8476","SWE",68.12228,21.6376,"Europe"
"149",2080030100,"S8477","SWE",68.12248,21.64198,"Europe"
"150",2080030100,"S8478","SWE",68.12712,21.61758,"Europe"
"151",2080030100,"S8484","SWE",68.27846,21.4434,"Europe"
"152",2080030100,"S8485","SWE",68.28055,21.44295,"Europe"
"153",2080030100,"S8486","SWE",68.29059,21.44932,"Europe"
"154",2080030100,"S8490","SWE",68.29198,21.45088,"Europe"
"155",2080030100,"S8492","SWE",68.37757,21.57075,"Europe"
"156",2080030100,"S8493","SWE",68.38117,21.56825,"Europe"
"157",2080030100,"S8494","SWE",68.38113,21.56946,"Europe"
"158",2080030100,"S8496","SWE",68.38496,21.56532,"Europe"
"159",2080030160,"S7831","SWE",65.881,23.00482,"Europe"
"160",2080030160,"S7850","SWE",65.9501,22.87432,"Europe"
"161",2080030160,"S7878","SWE",66.00251,22.84993,"Europe"
"162",2080030160,"S7935","SWE",66.07586,22.73135,"Europe"
"163",2080030160,"S7987","SWE",66.15986,22.80498,"Europe"
"164",2080030160,"S8057","SWE",66.40654,22.80129,"Europe"
"165",2080030160,"S8064","SWE",66.45647,22.65779,"Europe"
"166",2080030160,"S8079","SWE",66.53137,22.75105,"Europe"
"167",2080030160,"S8081","SWE",66.56617,22.46747,"Europe"
"168",2080030160,"S8084","SWE",66.55626,22.75079,"Europe"
"169",2080030160,"S8143","SWE",66.62494,22.40508,"Europe"
"170",2080030160,"S8146","SWE",66.61378,22.75224,"Europe"
"171",2080030160,"S8174","SWE",66.83121,22.76161,"Europe"
"172",2080030160,"S8177","SWE",66.89819,22.00417,"Europe"
"173",2080030160,"S8180","SWE",66.91207,22.78586,"Europe"
"174",2080030160,"S8261","SWE",67.15355,21.53464,"Europe"
"175",2080030160,"S8272","SWE",67.19177,21.6024,"Europe"
"176",2080030160,"S8289","SWE",67.25057,22.3153,"Europe"
"177",2080030160,"S8321","SWE",67.34325,22.00872,"Europe"
"178",2080030160,"S8329","SWE",67.36925,21.9365,"Europe"
"179",2080030160,"S8335","SWE",67.39216,21.89281,"Europe"
"180",2080030160,"S8337","SWE",67.40593,21.91176,"Europe"
"181",2080030160,"S8338","SWE",67.44558,20.87571,"Europe"
"182",2080030160,"S8345","SWE",67.47175,20.56885,"Europe"
"183",2080030160,"S8346","SWE",67.42914,21.84299,"Europe"
"184",2080030160,"S8347","SWE",67.47736,20.53693,"Europe"
"185",2080030160,"S8354","SWE",67.49525,21.06284,"Europe"
"186",2080030160,"S8356","SWE",67.50994,21.04824,"Europe"
"187",2080030160,"S8370","SWE",67.67527,20.55569,"Europe"
"188",2080030160,"S8383","SWE",67.73372,20.32395,"Europe"
"189",2080030220,"S7985","SWE",66.20481,21.54393,"Europe"
"190",2080030220,"S7986","SWE",66.20836,21.44983,"Europe"
"191",2080030220,"S7989","SWE",66.24847,21.35575,"Europe"
"192",2080030220,"S8007","SWE",66.25488,21.34778,"Europe"
"193",2080030220,"S8017","SWE",66.28797,21.34279,"Europe"
"194",2080030220,"S8023","SWE",66.32216,21.37039,"Europe"
"195",2080030220,"S8033","SWE",66.39968,21.25441,"Europe"
"196",2080030220,"S8052","SWE",66.44563,21.17969,"Europe"
"197",2080030220,"S8053","SWE",66.44898,21.1766,"Europe"
"198",2080030220,"S8065","SWE",66.51782,21.10443,"Europe"
"199",2080030220,"S8074","SWE",66.57591,21.08861,"Europe"
"200",2080030370,"S7362","SWE",64.94975,21.21689,"Europe"
"201",2080030370,"S7410","SWE",65.02944,21.35653,"Europe"
"202",2080030370,"S7415","SWE",65.03844,21.32519,"Europe"
"203",2080030370,"S7453","SWE",65.08421,21.23722,"Europe"
"204",2080030370,"S7457","SWE",65.09353,21.19861,"Europe"
"205",2080030370,"S7498","SWE",65.10657,21.17862,"Europe"
"206",2080030370,"S7509","SWE",65.12375,21.11569,"Europe"
"207",2080030370,"S7517","SWE",65.13671,21.02997,"Europe"
"208",2080030370,"S7526","SWE",65.14151,20.9654,"Europe"
"209",2080030370,"S7531","SWE",65.15455,20.90488,"Europe"
"210",2080030370,"S7533","SWE",65.15723,20.91609,"Europe"
"211",2080030370,"S7545","SWE",65.16503,20.90069,"Europe"
"212",2080030370,"S7547","SWE",65.17488,20.84891,"Europe"
"213",2080030370,"S7548","SWE",65.17528,20.87442,"Europe"
"214",2080030370,"S7552","SWE",65.18686,20.79981,"Europe"
"215",2080030370,"S7568","SWE",65.20721,20.83664,"Europe"
"216",2080030370,"S7592","SWE",65.25953,20.79941,"Europe"
"217",2080030370,"S7626","SWE",65.38142,20.52085,"Europe"
"218",2080030370,"S7633","SWE",65.41716,20.44399,"Europe"
"219",2080030420,"S7371","SWE",64.97102,21.11863,"Europe"
"220",2080030420,"S7385","SWE",65.00037,21.04413,"Europe"
"221",2080030420,"S7392","SWE",65.01411,21.00092,"Europe"
"222",2080030420,"S7397","SWE",65.02233,20.98699,"Europe"
"223",2080030420,"S7398","SWE",65.02441,20.9374,"Europe"
"224",2080030420,"S7401","SWE",65.0352,20.77776,"Europe"
"225",2080030420,"S7406","SWE",65.03742,20.97971,"Europe"
"226",2080030420,"S7417","SWE",65.0645,20.8024,"Europe"
"227",2080030420,"S7448","SWE",65.09455,20.79099,"Europe"
"228",2080030420,"S7578","SWE",65.24196,20.40095,"Europe"
"229",2080030420,"S7584","SWE",65.26414,20.31857,"Europe"
"230",2080030420,"S7585","SWE",65.26603,20.33629,"Europe"
"231",2080030420,"S7593","SWE",65.27716,20.25534,"Europe"
"232",2080030420,"S7595","SWE",65.28448,20.21429,"Europe"
"233",2080030420,"S7598","SWE",65.32066,19.99853,"Europe"
"234",2080030420,"S7615","SWE",65.37325,19.80517,"Europe"
"235",2080030420,"S7627","SWE",65.41103,19.69664,"Europe"
"236",2080030420,"S7637","SWE",65.45165,19.55758,"Europe"
"237",2080030420,"S7652","SWE",65.50972,19.44885,"Europe"
"238",2080030460,"S7300","SWE",64.8347,20.97382,"Europe"
"239",2080030460,"S7303","SWE",64.83489,20.98609,"Europe"
"240",2080030460,"S7304","SWE",64.83987,20.9142,"Europe"
"241",2080030460,"S7305","SWE",64.84802,20.88534,"Europe"
"242",2080030460,"S7323","SWE",64.88083,20.77085,"Europe"
"243",2080030460,"S7328","SWE",64.88706,20.73283,"Europe"
"244",2080030460,"S7329","SWE",64.89011,20.71808,"Europe"
"245",2080030460,"S7332","SWE",64.90135,20.63502,"Europe"
"246",2080030460,"S7346","SWE",64.92637,20.52503,"Europe"
"247",2080030460,"S7347","SWE",64.93278,20.55907,"Europe"
"248",2080030460,"S7350","SWE",64.93851,20.56159,"Europe"
"249",2080030460,"S7352","SWE",64.94247,20.56187,"Europe"
"250",2080030560,"S7162","SWE",64.22509,20.79156,"Europe"
"251",2080030560,"S7166","SWE",64.24725,20.76145,"Europe"
"252",2080030560,"S7194","SWE",64.33411,20.32834,"Europe"
"253",2080030560,"S7198","SWE",64.35709,20.38126,"Europe"
"254",2080030560,"S7199","SWE",64.35773,20.40689,"Europe"
"255",2080030560,"S7201","SWE",64.36171,20.40859,"Europe"
"256",2080030560,"S7207","SWE",64.3829,20.30522,"Europe"
"257",2080030560,"S7213","SWE",64.42658,20.38934,"Europe"
"258",2080030560,"S7214","SWE",64.43421,20.25853,"Europe"
"259",2080030560,"S7215","SWE",64.44162,20.26599,"Europe"
"260",2080030560,"S7216","SWE",64.4431,20.33489,"Europe"
"261",2080030560,"S7220","SWE",64.46302,20.2268,"Europe"
"262",2080030560,"S7224","SWE",64.48442,20.28881,"Europe"
"263",2080030560,"S7225","SWE",64.48299,20.35295,"Europe"
"264",2080030560,"S7230","SWE",64.54423,20.21594,"Europe"
"265",2080030560,"S7235","SWE",64.56703,20.17469,"Europe"
"266",2080030560,"S7273","SWE",64.79804,19.38403,"Europe"
"267",2080030610,"S6914","SWE",63.91067,20.57016,"Europe"
"268",2080030610,"S6916","SWE",63.91698,20.56921,"Europe"
"269",2080030610,"S6939","SWE",63.92861,20.57118,"Europe"
"270",2080030610,"S7049","SWE",63.95897,20.50887,"Europe"
"271",2080030610,"S7064","SWE",63.97949,20.52726,"Europe"
"272",2080030610,"S7080","SWE",64.07887,20.39976,"Europe"
"273",2080030610,"S7081","SWE",64.08321,20.40457,"Europe"
"274",2080030610,"S7084","SWE",64.08413,20.41807,"Europe"
"275",2080030610,"S7085","SWE",64.09298,20.40824,"Europe"
"276",2080030610,"S7087","SWE",64.10015,20.32312,"Europe"
"277",2080030610,"S7090","SWE",64.10502,20.31056,"Europe"
"278",2080030610,"S7091","SWE",64.10653,20.32004,"Europe"
"279",2080030610,"S7092","SWE",64.10397,20.40184,"Europe"
"280",2080030610,"S7095","SWE",64.11147,20.29104,"Europe"
"281",2080030610,"S7109","SWE",64.12846,20.27937,"Europe"
"282",2080030610,"S7111","SWE",64.14035,20.38832,"Europe"
"283",2080030610,"S7112","SWE",64.1461,20.3481,"Europe"
"284",2080030610,"S7113","SWE",64.14626,20.35738,"Europe"
"285",2080030610,"S7116","SWE",64.15514,20.36089,"Europe"
"286",2080030610,"S7124","SWE",64.16967,20.34166,"Europe"
"287",2080030610,"S7125","SWE",64.17237,20.28337,"Europe"
"288",2080030610,"S7129","SWE",64.17794,20.37907,"Europe"
"289",2080030610,"S7132","SWE",64.18444,20.37231,"Europe"
"290",2080030610,"S7140","SWE",64.18921,20.29125,"Europe"
"291",2080030610,"S7144","SWE",64.19836,20.18241,"Europe"
"292",2080030610,"S7148","SWE",64.19916,20.27431,"Europe"
"293",2080030610,"S7151","SWE",64.20192,20.35107,"Europe"
"294",2080030610,"S7153","SWE",64.20432,20.34011,"Europe"
"295",2080030610,"S7154","SWE",64.2041,20.37617,"Europe"
"296",2080030610,"S7155","SWE",64.2092,20.23983,"Europe"
"297",2080030610,"S7158","SWE",64.21652,20.32354,"Europe"
"298",2080030610,"S7159","SWE",64.22644,20.18995,"Europe"
"299",2080030610,"S7164","SWE",64.26009,20.13123,"Europe"
"300",2080030610,"S7168","SWE",64.26921,20.14197,"Europe"
"301",2080030610,"S7169","SWE",64.27363,20.24915,"Europe"
"302",2080030610,"S7170","SWE",64.27644,20.25994,"Europe"
"303",2080030610,"S7171","SWE",64.27515,20.33108,"Europe"
"304",2080030610,"S7173","SWE",64.27497,20.35172,"Europe"
"305",2080030610,"S7174","SWE",64.29441,20.17077,"Europe"
"306",2080030610,"S7178","SWE",64.29622,20.23003,"Europe"
"307",2080030610,"S7185","SWE",64.32359,20.12609,"Europe"
"308",2080030630,"S6887","SWE",63.86928,20.33384,"Europe"
"309",2080030630,"S6890","SWE",63.87237,20.3639,"Europe"
"310",2080030630,"S6934","SWE",63.93509,20.29853,"Europe"
"311",2080030630,"S6969","SWE",63.94534,20.30119,"Europe"
"312",2080030630,"S7067","SWE",63.99848,20.20941,"Europe"
"313",2080030630,"S7082","SWE",64.09248,20.13185,"Europe"
"314",2080030630,"S7086","SWE",64.10275,20.11908,"Europe"
"315",2080030630,"S7102","SWE",64.12414,20.09464,"Europe"
"316",2080030660,"S6801","SWE",63.62494,19.91101,"Europe"
"317",2080030660,"S6809","SWE",63.66073,19.9162,"Europe"
"318",2080030660,"S6812","SWE",63.67311,19.90788,"Europe"
"319",2080030660,"S6817","SWE",63.68108,19.89587,"Europe"
"320",2080030660,"S6831","SWE",63.7049,19.84768,"Europe"
"321",2080030660,"S6833","SWE",63.71532,19.79648,"Europe"
"322",2080030660,"S6837","SWE",63.72452,19.82107,"Europe"
"323",2080030660,"S6840","SWE",63.73025,19.76008,"Europe"
"324",2080030660,"S6841","SWE",63.73073,19.77534,"Europe"
"325",2080030660,"S6842","SWE",63.73322,19.81523,"Europe"
"326",2080030660,"S6844","SWE",63.742,19.80633,"Europe"
"327",2080030660,"S6850","SWE",63.77218,19.63805,"Europe"
"328",2080030660,"S6851","SWE",63.77164,19.65828,"Europe"
"329",2080030660,"S6853","SWE",63.7725,19.6594,"Europe"
"330",2080030660,"S6855","SWE",63.77295,19.69296,"Europe"
"331",2080030660,"S6857","SWE",63.79336,19.54952,"Europe"
"332",2080030660,"S6859","SWE",63.79376,19.5516,"Europe"
"333",2080030660,"S6860","SWE",63.79171,19.64679,"Europe"
"334",2080030660,"S6863","SWE",63.81216,19.50018,"Europe"
"335",2080030660,"S6869","SWE",63.82807,19.47482,"Europe"
"336",2080030660,"S6870","SWE",63.83293,19.51308,"Europe"
"337",2080030660,"S6882","SWE",63.86509,19.48473,"Europe"
"338",2080030660,"S6897","SWE",63.92051,19.442,"Europe"
"339",2080030660,"S6898","SWE",63.92099,19.44106,"Europe"
"340",2080030660,"S6900","SWE",63.92601,19.36519,"Europe"
"341",2080030660,"S6959","SWE",63.97206,19.29949,"Europe"
"342",2080030660,"S6964","SWE",63.96962,19.41774,"Europe"
"343",2080030710,"S6785","SWE",63.55982,19.73438,"Europe"
"344",2080030710,"S6791","SWE",63.57538,19.67725,"Europe"
"345",2080030710,"S6793","SWE",63.58913,19.66381,"Europe"
"346",2080030710,"S6795","SWE",63.5972,19.71433,"Europe"
"347",2080030710,"S6796","SWE",63.60541,19.66299,"Europe"
"348",2080030710,"S6797","SWE",63.60622,19.66269,"Europe"
"349",2080030710,"S6798","SWE",63.60868,19.7048,"Europe"
"350",2080030710,"S6806","SWE",63.65645,19.61534,"Europe"
"351",2080030710,"S6816","SWE",63.69016,19.54599,"Europe"
"352",2080030710,"S6821","SWE",63.69368,19.60334,"Europe"
"353",2080030710,"S6835","SWE",63.72653,19.49405,"Europe"
"354",2080030710,"S6836","SWE",63.73149,19.44749,"Europe"
"355",2080030710,"S6861","SWE",63.80296,19.34759,"Europe"
"356",2080030710,"S6862","SWE",63.81377,19.3642,"Europe"
"357",2080030710,"S6866","SWE",63.82513,19.32232,"Europe"
"358",2080030710,"S6867","SWE",63.82631,19.32918,"Europe"
"359",2080030710,"S6872","SWE",63.84615,19.32557,"Europe"
"360",2080030710,"S6931","SWE",63.96098,19.12139,"Europe"
"361",2080030710,"S6955","SWE",63.97611,19.10784,"Europe"
"362",2080030710,"S7041","SWE",63.98931,19.13905,"Europe"
"363",2080030710,"S7054","SWE",64.00274,19.06189,"Europe"
"364",2080030760,"S6784","SWE",63.56238,19.34284,"Europe"
"365",2080030760,"S6810","SWE",63.69297,19.08089,"Europe"
"366",2080030760,"S6811","SWE",63.69333,19.08498,"Europe"
"367",2080030760,"S6815","SWE",63.69818,19.04911,"Europe"
"368",2080030760,"S6879","SWE",63.87545,18.80277,"Europe"
"369",2080030760,"S6883","SWE",63.87921,18.9054,"Europe"
"370",2080030760,"S6905","SWE",63.94537,18.82515,"Europe"
"371",2080030760,"S6909","SWE",63.94888,18.83307,"Europe"
"372",2080030760,"S6945","SWE",63.97872,18.7801,"Europe"
"373",2080030760,"S7043","SWE",63.99968,18.67495,"Europe"
"374",2080030760,"S7105","SWE",64.16403,18.50678,"Europe"
"375",2080031060,"S6720","SWE",63.18881,17.59758,"Europe"
"376",2080031060,"S6728","SWE",63.20761,17.58681,"Europe"
"377",2080031060,"S6742","SWE",63.29761,17.52078,"Europe"
"378",2080031060,"S7053","SWE",64.03377,16.92383,"Europe"
"379",2080031060,"S7179","SWE",64.36333,16.47272,"Europe"
"380",2080031060,"S7181","SWE",64.37107,16.44598,"Europe"
"381",2080031060,"S7186","SWE",64.39109,16.37803,"Europe"
